Front,Back,Extra,Tags
"A development team practices trunk-based development with feature flags. Releases must be tagged automatically when version numbers in package.json change on the main branch.<br><br>A) GitHub Actions detecting version changes and creating releases with git tags<br>B) Manual release tagging<br>C) Automated nightly builds without version tracking","A) GitHub Actions detecting version changes and creating releases with git tags","Actions workflow compares package.json version on push to main, creates GitHub release and git tag when version increments. Manual tagging is error-prone. Nightly builds don't correlate to versions. Version-driven automated releases align with semantic versioning and trunk-based development.","GH-300 CICD ReleaseAutomation"
"Your company requires that all GitHub OAuth apps used by developers be pre-approved, with automatic blocking of unapproved third-party app access to organization resources.<br><br>A) GitHub organization OAuth app policy restricting to approved apps<br>B) Email policy document<br>C) No app access controls","A) GitHub organization OAuth app policy restricting to approved apps","OAuth app policy allows org admins to approve/deny apps, preventing unapproved app access to org data. Email policies rely on user compliance. No controls create data exfiltration risk. OAuth app restrictions enforce third-party access governance at the platform level.","GH-300 Security AppManagement"
"A GitHub repository needs to enforce Gitflow workflow with protected master and develop branches, requiring pull requests for all changes and preventing force pushes.<br><br>A) Branch protection rules on master and develop with require PR and block force push<br>B) Developer training only<br>C) Git hooks on client machines","A) Branch protection rules on master and develop with require PR and block force push","Branch protection enforces PR requirement, blocks force-push, and can require status checks per branch. Training doesn't enforce compliance. Client hooks are bypassable. Server-side branch protection provides enforceable workflow constraints.","GH-300 Governance WorkflowEnforcement"
"Your CI/CD pipeline builds Docker images with layer caching to optimize build times. Workflow must use previous build layer cache from the container registry.<br><br>A) GitHub Actions with Docker buildx cache-from and cache-to registry<br>B) No caching, build from scratch<br>C) Manual local cache management","A) GitHub Actions with Docker buildx cache-from and cache-to registry","Docker buildx supports external cache backends (registry, GitHub cache), reusing layers across workflow runs and reducing build time. No caching wastes time. Manual caching doesn't work in ephemeral runners. Registry-backed layer caching optimizes CI container builds.","GH-300 CICD ContainerOptimization"
"A software project needs contributor license agreements (CLA) signed before accepting pull requests, with automated validation blocking merge until CLA is executed.<br><br>A) CLA bot GitHub App with branch protection requiring CLA check<br>B) Manual CLA tracking in spreadsheet<br>C) No CLA enforcement","A) CLA bot GitHub App with branch protection requiring CLA check","CLA Assistant or similar apps automate signature collection, validate contributor status, report via PR check linked to branch protection. Manual tracking doesn't scale. No enforcement creates legal risk. Automated CLA validation provides IP compliance at code contribution time.","GH-300 Compliance CLAManagement"
"Your organization requires all production deployments be immutable with rollback capability, preserving previous application versions and infrastructure state.<br><br>A) GitHub Actions with container immutable tags and IaC state versioning<br>B) Overwrite deployments in place<br>C) Manual backup before deployment","A) GitHub Actions with container immutable tags and IaC state versioning","Immutable deployments use unique image tags (e.g., git SHA), IaC state is versioned in remote backend enabling rollback. In-place updates prevent rollback. Manual backups are error-prone. Immutable deployments + versioned state enable reliable rollback and audit trail.","GH-300 CICD DeploymentStrategy"
"A GitHub repository contains sensitive documentation that should only be accessible to internal employees but the code itself can be public.<br><br>A) Public repository with private wiki for documentation<br>B) Private repository for everything<br>C) Public repository with documentation in separate private repository","C) Public repository with documentation in separate private repository","GitHub wikis inherit repository visibility (public wiki for public repo). Private repo limits code sharing unnecessarily. Separate private repo for sensitive docs + public repo for code provides granular access control. Repository splitting enables mixed visibility scenarios.","GH-300 Security AccessControl"
"Your development workflow requires preview deployments for every pull request with automatic cleanup when PR is closed, minimizing cloud costs.<br><br>A) GitHub Actions creating preview environment per PR, cleanup on close event<br>B) Shared staging environment overwritten per PR<br>C) Manual preview environment provisioning","A) GitHub Actions creating preview environment per PR, cleanup on close event","PR opened event triggers preview deployment, closed event triggers cleanup (IaC destroy). Shared staging causes conflicts. Manual provisioning doesn't scale. Ephemeral per-PR environments enable isolated testing with automatic resource cleanup.","GH-300 CICD PreviewEnvironments"
"A GitHub organization has 100 repositories with inconsistent CI/CD practices. Management wants to standardize linting, testing, and security scanning across all repos.<br><br>A) Organization-level required workflows applied to all repositories<br>B) Copy-paste workflow files to each repository<br>C) Developer documentation only","A) Organization-level required workflows applied to all repositories","Required workflows (org-level) automatically run on all repos, enforce standardization centrally, update once and apply everywhere. Copy-paste creates maintenance burden. Documentation doesn't enforce compliance. Required workflows provide scalable CI/CD governance.","GH-300 Governance StandardizationRequired workflows run automatically on all repositories in an organization, providing centralized enforcement of security scans, linting, and testing standards. Copy-paste creates drift. Documentation alone doesn't ensure compliance. Required workflows scale governance across large repository portfolios.","GH-300 Governance CICDStandardization"
"Your company needs GitHub audit logs exported to AWS S3 for long-term retention with encryption at rest and lifecycle policies archiving to Glacier after 90 days.<br><br>A) GitHub audit log streaming to S3 with SSE and lifecycle rules<br>B) Manual periodic audit log downloads<br>C) GitHub-hosted log retention only","A) GitHub audit log streaming to S3 with SSE and lifecycle rules","Audit log streaming pushes events to S3, SSE-S3/SSE-KMS provides encryption, S3 lifecycle transitions to Glacier for cost optimization. Manual downloads don't scale. GitHub retention is limited. Streaming + S3 lifecycle enables compliant long-term audit log archival.","GH-300 Compliance LogManagement"
"A GitHub Actions workflow requires credentials to deploy to Kubernetes cluster without storing kubeconfig files in repository or as GitHub secrets.<br><br>A) GitHub OIDC provider with Kubernetes service account token projection<br>B) Kubeconfig file in GitHub secrets<br>C) Embed kubeconfig in workflow YAML","A) GitHub OIDC provider with Kubernetes service account token projection","GitHub OIDC provides JWT tokens, Kubernetes can validate and issue short-lived tokens eliminating static credentials. Storing kubeconfig is less secure (rotation challenges). Embedding in YAML exposes credentials in version control. OIDC federation eliminates static Kubernetes credentials.","GH-300 Security KubernetesAuthentication"
"Your development team needs to create draft releases automatically when code is pushed to release/* branches, with release notes generated from commit messages.<br><br>A) GitHub Actions creating draft releases with auto-generated release notes<br>B) Manual release note writing<br>C) No release documentation","A) GitHub Actions creating draft releases with auto-generated release notes","Actions workflow on branch push creates draft release via GitHub API, auto-generated release notes pull commit messages and PR titles. Manual notes are time-consuming. No documentation hinders adoption. Automated draft releases streamline version management and changelog generation.","GH-300 CICD ReleaseManagement"
"A GitHub repository has 10,000 open issues. Management needs to automatically close stale issues with no activity for 90 days after a 14-day warning period.<br><br>A) Stale bot GitHub Action with configured timeframes<br>B) Manual issue triage<br>C) Close all issues at once","A) Stale bot GitHub Action with configured timeframes","Stale Action labels inactive issues, comments with warning, closes after grace period if no response. Manual triage doesn't scale (10K issues). Bulk close loses signal. Automated stale issue management maintains repository health with user notification.","GH-300 Automation IssueManagement"
"Your organization requires fine-grained audit logs showing who accessed which repository, when, and from what IP address for security investigations.<br><br>A) GitHub Enterprise audit log with repository access events and IP logging<br>B) Server access logs only<br>C) No access tracking","A) GitHub Enterprise audit log with repository access events and IP logging","Enterprise audit log captures repository access events with actor, timestamp, IP address, and action details queryable via API or streaming. Server logs miss application-level actions. No tracking prevents incident investigation. Audit log is the authoritative source for access forensics.","GH-300 Security AccessAuditing"
"A CI/CD workflow must execute different build steps based on git branch: feature/* runs tests only, develop runs tests and deploys to staging, main deploys to production.<br><br>A) GitHub Actions with conditional job execution using github.ref or branch filters<br>B) Separate workflows per branch<br>C) Single workflow with no differentiation","A) GitHub Actions with conditional job execution using github.ref or branch filters","if: github.ref == 'refs/heads/main' conditionally runs jobs, or on.push.branches filters trigger workflows per branch pattern. Separate workflows duplicate logic. Single undifferentiated workflow lacks environment isolation. Conditional execution provides branch-aware CI/CD logic.","GH-300 CICD BranchStrategy"
"Your security team needs GitHub Advanced Security alerts aggregated across 500 repositories with daily email reports summarizing new vulnerabilities by severity.<br><br>A) GitHub GraphQL API querying organization security alerts with scheduled report generation<br>B) Manually check each repository security tab<br>C) Email notifications per repository only","A) GitHub GraphQL API querying organization security alerts with scheduled report generation","GraphQL API aggregates Dependabot, CodeQL, and secret scanning alerts across orgs, enables custom reporting (daily summaries, severity breakdown). Manual checking doesn't scale (500 repos). Per-repo emails create noise. Centralized API-driven reporting provides actionable security visibility.","GH-300 Security ReportingDescribe the problem you are trying to solve","GH-300 Security VulnerabilityReporting"
"A GitHub repository tracks bugs, features, and documentation tasks. Work items should be automatically categorized and prioritized based on labels with visualization in project boards.<br><br>A) GitHub Projects automation with label-based field updates and views<br>B) Manual project board updates<br>C) No project management","A) GitHub Projects automation with label-based field updates and views","Projects v2 workflows automatically set custom fields (priority, type) based on issue labels, filtered views show categorized work. Manual updates don't scale. No PM loses visibility. Label-driven project automation provides organized work tracking with minimal manual effort.","GH-300 ProjectManagement Automation"
"Your company requires that all pushes to production branches trigger security scans, and detected vulnerabilities automatically create Jira tickets assigned to security team.<br><br>A) GitHub Actions with security scanning and Jira API integration on push events<br>B) Manual security reviews<br>C) Scheduled weekly scans only","A) GitHub Actions with security scanning and Jira API integration on push events","Push-triggered Actions run security tools (Trivy, Snyk), parse results, create Jira issues via API with vulnerability details. Manual reviews lag behind commits. Weekly scans delay detection. Real-time push-based scanning + ticketing provides immediate security feedback loop.","GH-300 Security Integration"
"A GitHub Actions workflow must authenticate to Azure using federated credentials without storing any client secrets, with permissions scoped to specific resource groups.<br><br>A) GitHub OIDC provider with Azure AD federated identity and RBAC assignments<br>B) Service principal credentials in GitHub secrets<br>C) Shared admin account","A) GitHub OIDC provider with Azure AD federated identity and RBAC assignments","GitHub OIDC issues tokens, Azure AD trusts GitHub as identity provider, service principal uses federated credential (no secret), RBAC limits permissions. Stored secrets have rotation challenges. Shared accounts lack audit trail. Federated identity + RBAC provides secretless, scoped Azure access.","GH-300 Security AzureIntegration"
"Your development team needs pull request templates enforcing checklist items: tests updated, documentation updated, breaking changes documented.<br><br>A) .github/pull_request_template.md with markdown checklist<br>B) Wiki documentation with PR guidelines<br>C) Email with PR requirements","A) .github/pull_request_template.md with markdown checklist","PR template file automatically populates PR description with checklist, ensuring consistent information and review criteria. Wiki requires manual lookup. Email guidelines are ignored. Templates provide structured, enforceable PR information collection.","GH-300 Governance PRStandards"
"A GitHub Enterprise Server instance needs to support air-gapped deployment in a secure facility with no internet access, including package installation and GitHub Actions runner functionality.<br><br>A) GitHub Enterprise Server offline installation with pre-downloaded actions and self-hosted runners<br>B) GitHub Enterprise Cloud<br>C) Require internet access","A) GitHub Enterprise Server offline installation with pre-downloaded actions and self-hosted runners","GHES supports offline installation via package download, self-hosted runners don't need internet, Actions can use local actions repositories. Cloud requires internet. Internet access violates air-gap requirement. GHES offline + local actions enables secure air-gapped SCM.","GH-300 Administration AirGapped"
"Your organization needs to prevent repository forks from being created to avoid code leakage, while still allowing internal collaboration on repositories.<br><br>A) Organization settings disabling fork creation for private repositories<br>B) Repository permission restrictions<br>C) User training only","A) Organization settings disabling fork creation for private repositories","Org policy controls fork creation by repository visibility (allow public, block private). Permission restrictions don't prevent forking. Training doesn't enforce. Fork policy prevents private code distribution via forks while enabling public OSS contribution workflows.","GH-300 Security ForkManagement"
"A CI/CD pipeline must execute integration tests requiring three microservices running simultaneously with service discovery and networking.<br><br>A) GitHub Actions service containers with network aliases<br>B) External test environment setup<br>C) Mock all dependencies","A) GitHub Actions service containers with network aliases","Service containers run in same Docker network, accessible via service name as hostname, enabling realistic integration testing. External environments add complexity. Mocks don't catch integration issues. Service containers provide isolated, realistic multi-service testing in CI.","GH-300 CICD IntegrationTesting"
"Your company requires notification when any repository in the organization is made public, with automatic reversion to private within 5 minutes.<br><br>A) GitHub webhook for repository visibility changes with automated remediation workflow<br>B) Daily manual audit<br>C) Rely on user awareness","A) GitHub webhook for repository visibility changes with automated remediation workflow","Repository webhook emits event on visibility change, automation (Action or external) reverts to private via API within minutes. Daily audit has large detection window. User awareness doesn't prevent accidents. Real-time webhook-based monitoring + automated response prevents data exposure.","GH-300 Security VisibilityControl"
"A GitHub Actions workflow must publish npm packages to GitHub Packages registry with version validation preventing accidental republishing of existing versions.<br><br>A) GitHub Actions with npm publish, GITHUB_TOKEN authentication, and version check script<br>B) Publish without version validation<br>C) Manual npm publish","A) GitHub Actions with npm publish, GITHUB_TOKEN authentication, and version check script","Actions publish workflow uses GITHUB_TOKEN (auto-provided, scoped), script checks existing versions in registry before publish preventing overwrites. No validation causes failures. Manual publish lacks automation benefits. Version-aware automated publishing prevents registry conflicts.","GH-300 CICD PackageManagement"
"Your organization needs to enforce that all GitHub repositories have README, LICENSE, and SECURITY.md files with automated validation blocking repository creation without these files.<br><br>A) Repository templates with required files and organization policies<br>B) Developer guidelines only<br>C) Manual audits","A) Repository templates with required files and organization policies","Repository templates include required files, combined with org policies and repository rulesets can enforce file presence. Guidelines don't enforce. Manual audits are reactive. Templates + policies proactively ensure repository documentation standards.","GH-300 Governance RepositoryStandards"
"A GitHub Actions workflow must deploy to multiple environments (dev, staging, production) in sequence with manual approval gates between staging and production.<br><br>A) GitHub Actions with environment-based deployments and required reviewers on production<br>B) Single workflow with no gates<br>C) Separate workflows with manual triggering","A) GitHub Actions with environment-based deployments and required reviewers on production","GitHub Environments define deployment order, required reviewers pause workflow for approval, environment secrets scope credentials. Single workflow without gates lacks safety. Separate workflows lose orchestration. Environment-based deployment provides staged rollout with human checkpoints.","GH-300 CICD ApprovalGates"
"Your security policy requires scanning GitHub Actions workflows for security issues: use of deprecated actions, credential exposure risks, and privilege escalation patterns.<br><br>A) Workflow security scanning with actionlint or third-party tools in CI<br>B) Manual workflow review<br>C) No workflow validation","A) Workflow security scanning with actionlint or third-party tools in CI","Actionlint validates workflow syntax and security practices, can be integrated into PR checks. Manual review doesn't scale and misses subtle issues. No validation creates security risk. Automated workflow scanning provides CI/CD pipeline security assurance.","GH-300 Security WorkflowSecurity"
"A GitHub repository needs different issue templates for bugs, feature requests, and security vulnerabilities with custom fields specific to each type.<br><br>A) .github/ISSUE_TEMPLATE/ folder with multiple YAML issue form templates<br>B) Single generic issue template<br>C) No issue templates","A) .github/ISSUE_TEMPLATE/ folder with multiple YAML issue form templates","Issue forms support custom fields (dropdowns, checkboxes, text), multiple templates provide type-specific structure. Generic template lacks structure. No templates result in incomplete issue reports. Multiple issue forms ensure complete, structured information collection per issue type.","GH-300 Governance IssueManagement"
"Your company requires that GitHub Actions workflows only use actions from GitHub-verified creators or internal organization actions, blocking all other third-party actions.<br><br>A) Organization action usage policy allowing verified and local actions only<br>B) Manual workflow audits<br>C) No action restrictions","A) Organization action usage policy allowing verified and local actions only","Action usage policies specify allowed action sources (verified creators, same org, specific repos), enforced at workflow execution time. Manual audits don't prevent usage. No restrictions create supply chain risk. Usage policies provide enforceable action allowlisting.","GH-300 Security ActionGovernance"
"A development team uses GitHub Discussions for Q&A, RFCs, and knowledge sharing. Popular discussions should be automatically converted to pinned wiki pages.<br><br>A) GitHub Actions with Discussions GraphQL API and wiki update automation<br>B) Manual wiki maintenance<br>C) Discussions only, no wiki","A) GitHub Actions with Discussions GraphQL API and wiki update automation","Actions workflow queries Discussions via GraphQL (by votes/activity), formats content as wiki markdown, updates wiki via git push. Manual maintenance doesn't scale. Discussions-only loses curated knowledge. Automated discussion-to-wiki pipeline creates living documentation from community knowledge.","GH-300 Automation KnowledgeManagement"
"Your organization requires bi-directional synchronization between GitHub Issues and Jira tickets with real-time updates propagating in both directions.<br><br>A) GitHub webhook + Jira webhook with bidirectional sync service or integration app<br>B) Manual ticket creation in both systems<br>C) Scheduled batch sync only","A) GitHub webhook + Jira webhook with bidirectional sync service or integration app","Webhooks from both platforms trigger sync service updating the other platform real-time, maintaining bidirectional state. Manual duplication causes drift. Batch sync creates lag. Webhook-driven bidirectional integration provides real-time cross-platform work item synchronization.","GH-300 Integration ProjectManagement"
"A GitHub Actions workflow must execute expensive end-to-end tests only when specific code paths change, not for documentation or configuration changes.<br><br>A) GitHub Actions paths filter triggering E2E tests only for source code paths<br>B) Run all tests on every push<br>C) Manual test triggering","A) GitHub Actions paths filter triggering E2E tests only for source code paths","on.push.paths: ['src/**', 'tests/**'] triggers expensive tests only when relevant code changes, docs/config changes skip. Always running wastes resources. Manual triggering loses automation. Path-based selective testing optimizes CI resource utilization.","GH-300 CICD TestOptimization"
"Your company requires GitHub Enterprise audit logs be retained for 10 years in immutable storage for compliance, with efficient querying capabilities.<br><br>A) Audit log streaming to Azure Blob with immutability policy and indexed in Azure Data Lake<br>B) Local GHES audit log retention<br>C) No long-term retention","A) Audit log streaming to Azure Blob with immutability policy and indexed in Azure Data Lake","Stream audit logs to Blob storage with legal hold/time-based retention preventing deletion, Azure Data Lake analytics enables efficient querying. Local retention has limits. No long-term storage violates compliance. Immutable cloud storage + analytics meets regulatory requirements.","GH-300 Compliance LongTermRetention"
"A GitHub organization has teams with nested membership (engineering > frontend > react-team). Repository permissions should automatically inherit from parent team hierarchy.<br><br>A) Nested teams with inherited repository access<br>B) Flat teams with manual permission replication<br>C) Individual user permissions only","A) Nested teams with inherited repository access","Nested teams inherit parent permissions automatically, child teams add permissions without removing parent access. Flat teams require duplicate permission grants. Individual permissions don't scale. Team nesting provides hierarchical, inherited access control mirroring org structure.","GH-300 Governance TeamHierarchy"
"Your development workflow requires that pull requests from external contributors be reviewed and approved before workflow execution to prevent malicious code in Actions.<br><br>A) Branch protection requiring pull request reviews and first-time contributor workflow approval<br>B) Allow all workflows to run automatically<br>C) Disable external contributions","A) Branch protection requiring pull request reviews and first-time contributor workflow approval","Public repos require first-time contributor workflow approval by maintainer before Actions run, reviewers verify code safety. Auto-run creates risk (crypto mining, credential theft). Disabling contributions harms OSS. Approval gates balance security with open collaboration.","GH-300 Security OSSSecurity"
"A GitHub Enterprise Server deployment must support LDAP authentication integration with nested group membership and automatic team synchronization.<br><br>A) GitHub Enterprise Server LDAP Sync with nested group support<br>B) Manual user and team management<br>C) GitHub.com authentication only","A) GitHub Enterprise Server LDAP Sync with nested group support","GHES LDAP Sync automatically provisions users, synchronizes team membership based on LDAP groups including nested groups. Manual management doesn't scale and creates drift. GitHub.com doesn't support LDAP. LDAP Sync provides automated identity and access lifecycle from enterprise directory.","GH-300 Authentication LDAPIntegration"
"Your CI/CD pipeline must build multi-architecture container images (amd64, arm64) for cross-platform deployment with single image manifest.<br><br>A) GitHub Actions with Docker buildx multi-platform builds and manifest lists<br>B) Separate builds with architecture-specific tags<br>C) Single architecture only","A) GitHub Actions with Docker buildx multi-platform builds and manifest lists","Docker buildx builds multiple architectures in one command, creates manifest list enabling single tag for all platforms. Separate builds create management complexity. Single arch limits deployment targets. Multi-platform buildx enables universal container images.","GH-300 CICD MultiArchitecture"
"A GitHub repository must enforce rebase-only merges to maintain linear history, preventing merge commits and squashing.<br><br>A) Branch protection allowing rebase merge only, disabling merge commit and squash<br>B) Developer guidelines<br>C) Pre-receive hooks","A) Branch protection allowing rebase merge only, disabling merge commit and squash","Repository merge button settings specify allowed merge types, branch protection enforces. Guidelines don't enforce behavior. Pre-receive hooks are complex. Native merge type restrictions provide simple, enforceable history linearity.","GH-300 Governance MergeStrategy"
"Your organization needs to track technical debt by labeling issues/PRs with debt categories and measure debt accumulation over time with visualization.<br><br>A) GitHub Issues with custom labels and Projects tracking debt metrics via GraphQL API<br>B) Spreadsheet debt tracking<br>C) No debt tracking","A) GitHub Issues with custom labels and Projects tracking debt metrics via GraphQL API","Label issues with technical-debt labels (security, performance, refactor), Projects aggregate by label, GraphQL API exports time-series data for charting. Spreadsheets create duplication. No tracking prevents debt management. Native GitHub features + API enables integrated debt visibility.","GH-300 ProjectManagement TechnicalDebt"
"A GitHub Actions workflow must provision cloud infrastructure using Terraform with diff preview in PR comments before applying changes.<br><br>A) GitHub Actions with Terraform plan, post plan diff to PR comments, apply on merge<br>B) Terraform apply without preview<br>C) Manual infrastructure changes","A) GitHub Actions with Terraform plan, post plan diff to PR comments, apply on merge","Actions on pull_request runs terraform plan, GitHub bot comments with diff, merge triggers terraform apply. No preview creates surprise changes. Manual IaC defeats automation. Plan-in-PR-comments provides reviewable infrastructure changes as code review.","GH-300 CICD InfrastructurePreview"
"Your security team requires all repository secrets be rotated every 60 days with automated expiration notifications to repository admins.<br><br>A) Secret metadata tracking with scheduled workflow checking age and notifying via Issues/Slack<br>B) Manual secret rotation tracking<br>C) No rotation policy","A) Secret metadata tracking with scheduled workflow checking age and notifying via Issues/Slack","Track secret creation dates (in separate metadata), scheduled Action checks age, creates issue or sends notification when approaching expiration. Manual tracking doesn't scale. No rotation leaves stale credentials. Automated secret age monitoring enables proactive credential lifecycle management.","GH-300 Security SecretRotation"
"A GitHub repository uses GitHub Packages to distribute container images. Access to private images should be controlled via fine-grained package permissions separate from repository access.<br><br>A) GitHub Packages with granular package visibility and permission settings<br>B) Repository permissions only<br>C) Public packages only","A) GitHub Packages with granular package visibility and permission settings","Packages support independent access control (inherit from repo or custom), enabling different teams to access packages vs. code. Repo permissions are too coarse. Public packages expose private artifacts. Granular package permissions provide artifact-level access control.","GH-300 Security PackageSecurity"
"Your development team needs to automatically assign pull requests to reviewers based on round-robin distribution ensuring workload balance.<br><br>A) GitHub Actions with reviewer assignment logic using round-robin algorithm and GraphQL API<br>B) Manual PR assignment<br>C) Random reviewer assignment only","A) GitHub Actions with reviewer assignment logic using round-robin algorithm and GraphQL API","Action workflow on PR opened tracks last assignee in storage, assigns next reviewer in rotation via API balancing load. Manual assignment creates uneven distribution. Random assignment doesn't balance workload. Round-robin automation provides fair reviewer load distribution.","GH-300 Automation ReviewManagement"
"A GitHub Enterprise organization must enforce that all repositories have branch protection enabled on default branch before any code can be pushed.<br><br>A) Repository rulesets applied at organization level requiring branch protection<br>B) Manual repository configuration<br>C) Post-creation audit and remediation","A) Repository rulesets applied at organization level requiring branch protection","Repository rulesets (newer than branch protection) apply rules organization-wide or by pattern, enforced at creation time. Manual config doesn't scale. Post-creation audit allows unprotected period. Rulesets provide proactive, scalable repository policy enforcement.","GH-300 Governance PolicyEnforcement"
"Your CI/CD pipeline must generate and publish test coverage reports with historical trend tracking and automatic PR comments showing coverage changes.<br><br>A) GitHub Actions with coverage tool, Codecov/Coveralls integration, and PR comment action<br>B) Local coverage reports only<br>C) No coverage tracking","A) GitHub Actions with coverage tool, Codecov/Coveralls integration, and PR comment action","Actions run coverage tool (jest, pytest), publish to coverage service with trend analysis, bot comments on PR with coverage diff. Local reports lack team visibility. No tracking allows coverage degradation. Integrated coverage reporting provides quality metrics with PR feedback.","GH-300 CICD QualityMetrics"
"A GitHub organization needs to provide external auditors read-only access to all repositories and audit logs without granting them user accounts.<br><br>A) GitHub App with read-only permissions installed at organization level<br>B) Create user accounts for auditors<br>C) Export and email data regularly","A) GitHub App with read-only permissions installed at organization level","GitHub App with contents:read and organization:read permissions provides API access to repos and audit logs without user account (better audit trail, limited permissions). User accounts grant more access than needed. Email exports aren't real-time. App-based access provides secure, scoped external audit capabilities.","GH-300 Security ExternalAccess"
