Front,Back,Extra,Tags
"A web application on App Service must handle traffic spikes during flash sales by scaling out to 20 instances but normally runs 2 instances. Scaling must be based on CPU and HTTP queue length.<br><br>A) Configure autoscale rules with CPU percentage and HTTP queue metrics, min 2 max 20 instances<br>B) Manually scale before flash sales<br>C) Use Azure Load Balancer with static instance count","A) Configure autoscale rules with CPU percentage and HTTP queue metrics, min 2 max 20 instances","App Service autoscale supports multiple metric-based rules (CPU, HTTP queue) with configurable min/max instances for automatic scaling. Manual scaling requires prediction and intervention. Static instances waste resources or underperform. Multi-metric autoscaling provides responsive, cost-effective scaling for variable workloads.","AZ-204 Compute AppService"
"Your production App Service must be updated without downtime. Deployments need validation in production environment before receiving traffic.<br><br>A) Deploy to staging slot, test, then swap with production slot<br>B) Deploy directly to production with rolling updates<br>C) Use Traffic Manager to route between old and new deployments","A) Deploy to staging slot, test, then swap with production slot","Deployment slots enable zero-downtime deployments with slot swap (instant routing switch). Staging slot runs production code before swap. Rolling updates may have partial failures. Traffic Manager adds complexity. Slot swap provides instant rollback capability and production validation before traffic shift.","AZ-204 Compute AppService"
"An App Service application sends sensitive data to external APIs over HTTPS. Communication must use TLS 1.3 and reject older protocols for security compliance.<br><br>A) Configure TLS/SSL settings to minimum TLS version 1.3 in App Service configuration<br>B) Implement TLS validation in application code<br>C) Use Azure Application Gateway with TLS termination","A) Configure TLS/SSL settings to minimum TLS version 1.3 in App Service configuration","App Service allows configuring minimum TLS version at platform level, enforcing it for all inbound connections. Code-based validation is incomplete (doesn't cover all endpoints). Application Gateway is for inbound traffic. Platform-level TLS enforcement ensures consistent security policy across application.","AZ-204 Compute AppService"
"Your App Service application requires 8 vCPUs and 32GB RAM to run in-memory analytics. The solution must support VNet integration for database connectivity.<br><br>A) App Service Premium P3V3 plan with VNet integration<br>B) App Service Standard S3 with VNet integration<br>C) Azure Container Instances with VNet injection","A) App Service Premium P3V3 plan with VNet integration","Premium P3V3 provides 8 vCPU / 32GB RAM with VNet integration support. Standard plans lack sufficient resources and VNet integration. ACI doesn't provide the application hosting features of App Service. Premium plans deliver required compute capacity with networking isolation via VNet integration.","AZ-204 Compute AppService"
"An App Service application must connect to an on-premises SQL Server database through Azure VNet using private IP addresses only.<br><br>A) Configure VNet integration for App Service and VPN Gateway to on-premises network<br>B) Use public endpoint with firewall rules<br>C) Implement Express Route without VNet integration","A) Configure VNet integration for App Service and VPN Gateway to on-premises network","VNet integration connects App Service to VNet, then VPN Gateway extends connectivity to on-premises via private IPs. Public endpoints use internet routing. ExpressRoute without VNet integration doesn't enable App Service connectivity. VNet integration + VPN Gateway provides secure private connectivity to on-premises resources.","AZ-204 Compute AppService"
"Your App Service deployment must automatically configure app settings, connection strings, and TLS bindings during provisioning in different environments.<br><br>A) Use ARM templates or Bicep with parameterized App Service resource definitions<br>B) Manually configure each environment after deployment<br>C) Use Azure Portal with export/import settings","A) Use ARM templates or Bicep with parameterized App Service resource definitions","ARM/Bicep templates enable infrastructure-as-code with parameterization for environment-specific values, ensuring consistent deployments. Manual configuration is error-prone. Portal export/import isn't automated. IaC templates provide repeatable, version-controlled, automated provisioning with environment-specific overrides.","AZ-204 Compute AppService"
"An App Service application experiences slow performance during database queries. You need to identify the slowest operations and their dependencies automatically.<br><br>A) Enable Application Insights with instrumentation and use Application Map<br>B) Add custom logging for each database query<br>C) Use App Service diagnostics logs","A) Enable Application Insights with instrumentation and use Application Map","Application Insights automatically tracks dependencies (including database calls), provides Application Map visualization, and identifies slow operations. Custom logging requires code changes and manual analysis. Diagnostic logs don't provide dependency mapping. Application Insights offers automatic APM with minimal code changes.","AZ-204 Compute AppService"
"Your App Service must route 10% of traffic to a new version deployed in a slot for A/B testing before full rollout.<br><br>A) Configure Traffic Manager percentage routing<br>B) Use deployment slot traffic percentage feature<br>C) Implement custom routing logic in application code","B) Use deployment slot traffic percentage feature","App Service slots support traffic percentage routing (e.g., 90% production, 10% staging) for gradual rollout and A/B testing. Traffic Manager operates at DNS level (slower). Code-based routing couples business logic with routing. Slot traffic routing provides platform-level traffic splitting for deployment strategies.","AZ-204 Compute AppService"
"A Function App must process messages from an Azure Storage Queue with exactly-once processing semantics. Failed messages should be retried with exponential backoff.<br><br>A) Use Queue trigger binding with visibility timeout and built-in retry policies<br>B) Implement manual polling with custom retry logic<br>C) Use Event Grid with message forwarding","A) Use Queue trigger binding with visibility timeout and built-in retry policies","Queue trigger automatically handles message visibility, deletion after successful processing, and configurable retry policies. Manual polling adds complexity. Event Grid is for events not queued messages. Queue trigger binding provides built-in exactly-once processing with automatic retry and poison message handling.","AZ-204 Compute Functions"
"Your Function App must execute long-running workflows with human approval steps and automatic retry on transient failures, potentially running for several hours.<br><br>A) Durable Functions with orchestrator pattern and human interaction pattern<br>B) Timer-triggered Functions with state in Azure Table Storage<br>C) HTTP-triggered Functions with Azure Logic Apps","A) Durable Functions with orchestrator pattern and human interaction pattern","Durable Functions provides stateful orchestrations, built-in checkpointing, automatic retries, and human interaction pattern for approval scenarios. Timer-based polling is inefficient. Logic Apps adds external dependency. Durable Functions is purpose-built for long-running stateful workflows with resilience.","AZ-204 Compute Functions"
"An HTTP-triggered Function must return 202 Accepted immediately and provide status polling endpoints for clients to check completion of a 30-minute processing task.<br><br>A) Durable Functions with async HTTP pattern returning status query URLs<br>B) Synchronous function with Task.Run for background processing<br>C) Queue-triggered function with separate HTTP endpoint for status","A) Durable Functions with async HTTP pattern returning status query URLs","Durable Functions async HTTP pattern automatically returns 202 with statusQueryGetUri, sendEventPostUri, and terminatePostUri. Task.Run blocks thread pools. Queue + status endpoint requires custom state management. Durable Functions implements async HTTP API pattern with built-in status endpoints and state persistence.","AZ-204 Compute Functions"
"Your Function App processes blob uploads by generating thumbnails. Functions must trigger only when blobs are created in the 'uploads' container, not on updates.<br><br>A) Blob trigger binding with filter on path pattern and Event Grid integration<br>B) Timer trigger polling blob container<br>C) HTTP trigger called by Logic App","A) Blob trigger binding with filter on path pattern and Event Grid integration","Blob trigger with Event Grid provides low-latency triggering with path filters (container/folder patterns). Polling adds latency and costs. HTTP trigger requires external orchestration. Blob trigger + Event Grid delivers event-driven blob processing with sub-second latency and path-based filtering.","AZ-204 Compute Functions"
"A Function App must authenticate to Azure SQL Database without storing credentials and support local development with different authentication methods.<br><br>A) Use DefaultAzureCredential with managed identity in Azure and developer credentials locally<br>B) Store connection strings with passwords in local.settings.json and App Settings<br>C) Use Azure Key Vault SDK to retrieve passwords","A) Use DefaultAzureCredential with managed identity in Azure and developer credentials locally","DefaultAzureCredential automatically uses managed identity in Azure and developer credentials (Azure CLI, Visual Studio) locally without code changes. Storing passwords violates security best practices. Key Vault still requires credential for access. DefaultAzureCredential provides environment-adaptive authentication across dev and production.","AZ-204 Compute Functions"
"Your Function App must scale to handle 1000 concurrent requests with consistent performance. The solution must avoid cold starts during traffic spikes.<br><br>A) Premium plan with pre-warmed instances and Always Ready instances<br>B) Consumption plan with default settings<br>C) Dedicated App Service plan with manual scaling","A) Premium plan with pre-warmed instances and Always Ready instances","Premium plan eliminates cold starts with Always Ready instances, supports VNet integration, and provides predictable performance. Consumption has cold starts. Dedicated requires manual scaling and wastes resources at low load. Premium balances elastic scaling with performance guarantees via pre-warmed workers.","AZ-204 Compute Functions"
"A Function App must implement output bindings to write results to both Cosmos DB and Service Bus after processing. Multiple outputs must be atomic.<br><br>A) Configure multiple output bindings in function.json and use IAsyncCollector or return multi-output POCO<br>B) Use SDK clients to manually write to each service<br>C) Use Durable Functions activity pattern","A) Configure multiple output bindings in function.json and use IAsyncCollector or return multi-output POCO","Function output bindings declaratively define outputs; use multi-output POCO or IAsyncCollector for multiple targets. SDK clients lose binding benefits (retry, connection management). Durable Functions adds complexity for simple multi-output scenario. Output bindings simplify multi-target writes with declarative configuration.","AZ-204 Compute Functions"
"Your Function App monitoring must track custom business metrics (orders processed, revenue) alongside technical metrics (execution time, failures).<br><br>A) Use Application Insights with TrackMetric API for custom metrics and built-in telemetry<br>B) Write custom metrics to Azure Table Storage<br>C) Use function logging output only","A) Use Application Insights with TrackMetric API for custom metrics and built-in telemetry","Application Insights provides built-in function telemetry plus TrackMetric/TrackEvent for custom business metrics in unified dashboard. Table Storage requires custom querying. Logs lack aggregation and alerting. Application Insights unifies technical and business metrics with powerful analytics and alerting.","AZ-204 Compute Functions"
"A Function App must respond to changes in a Cosmos DB container and process documents in batches for efficiency, handling up to 10,000 changes per second.<br><br>A) Cosmos DB trigger with change feed and batch size configuration<br>B) Timer trigger polling Cosmos DB<br>C) Event Grid with Cosmos DB source","A) Cosmos DB trigger with change feed and batch size configuration","Cosmos DB trigger uses change feed with configurable batch processing and automatic checkpointing. Polling is inefficient and misses changes. Event Grid has throughput limits. Cosmos DB trigger provides native change feed integration with scalable batch processing for high-throughput scenarios.","AZ-204 Cosmos DB Functions"
"Your Cosmos DB container stores IoT telemetry with partition key '/deviceId'. Queries frequently filter by deviceId and timestamp range. You must minimize RU consumption.<br><br>A) Create composite index on deviceId and timestamp with proper ordering<br>B) Use default indexing policy<br>C) Create separate indexes on deviceId and timestamp individually","A) Create composite index on deviceId and timestamp with proper ordering","Composite indexes optimize multi-property queries (especially range queries) by indexing combinations, reducing RU costs compared to multiple single-property indexes. Default policy indexes everything (may be inefficient). Separate indexes don't optimize combined queries. Composite indexes provide query-specific optimization for lowest RU consumption.","AZ-204 Storage CosmosDB"
"An application queries Cosmos DB for product catalog data read by multiple regions. Data is updated daily in the primary region. The solution must minimize read latency globally and costs.<br><br>A) Multi-region writes with eventual consistency<br>B) Multi-region reads with session consistency and primary region writes<br>C) Single region with aggressive query caching","B) Multi-region reads with session consistency and primary region writes","Multi-region reads replicate data to regions close to users (low read latency); single-region write reduces costs (no write conflicts). Session consistency balances performance and freshness. Multi-region writes increase costs without benefit for read-heavy workloads. Regional read replicas optimize global read performance while controlling write costs.","AZ-204 Storage CosmosDB"
"Your Cosmos DB container must guarantee that operations read the most recent committed data in the primary region, even during replication lag to secondary regions.<br><br>A) Strong consistency level<br>B) Bounded staleness consistency<br>C) Session consistency","A) Strong consistency level","Strong consistency guarantees reads return latest committed write across all regions, at cost of higher latency. Bounded staleness allows configurable lag. Session consistency guarantees only within session. Strong consistency ensures absolute data freshness when required for business logic (financial transactions, inventory).","AZ-204 Storage CosmosDB"
"An application stores user profiles in Cosmos DB with partition key '/userId'. Operations must update a user's document atomically with ACID guarantees without affecting other users.<br><br>A) Use TransactionalBatch for operations within same logical partition<br>B) Use stored procedure for cross-partition transactions<br>C) Implement optimistic concurrency with ETags","A) Use TransactionalBatch for operations within same logical partition","TransactionalBatch provides ACID guarantees for operations within the same logical partition (userId). Stored procedures can't span partitions. ETags prevent conflicts but don't provide multi-operation atomicity. TransactionalBatch delivers true ACID transactions for multi-document operations within partition boundaries.","AZ-204 Storage CosmosDB"
"Your Cosmos DB workload processes real-time data streams and needs to react to document changes, forwarding them to Azure Event Hubs for downstream processing.<br><br>A) Use Change Feed Processor to monitor changes and send to Event Hubs<br>B) Use Cosmos DB trigger in Azure Function<br>C) Poll Cosmos DB periodically with timestamp queries","A) Use Change Feed Processor to monitor changes and send to Event Hubs","Change Feed Processor provides reliable, scalable change capture with lease management and checkpointing, ideal for high-throughput streaming scenarios. Functions Cosmos trigger is simpler but adds function overhead. Polling is inefficient and may miss changes. Change Feed Processor is purpose-built for continuous change data capture at scale.","AZ-204 Storage CosmosDB"
"An application must load a 5MB user profile document and filter client-side properties. Cosmos DB queries should minimize RU consumption.<br><br>A) Use SQL query with SELECT to project only required properties<br>B) Query the full document and filter in application code<br>C) Use ReadItem with full document retrieval","A) Use SQL query with SELECT to project only required properties","Projecting specific properties with SELECT reduces data transfer and RU consumption (charges based on response size). Full document retrieval wastes RUs and bandwidth. ReadItem is for point reads (single document by ID/partition key). Query projection optimizes RU costs by returning only necessary data.","AZ-204 Storage CosmosDB"
"Your Cosmos DB container must implement time-to-live (TTL) to automatically delete expired session data after 24 hours while retaining user profile documents indefinitely.<br><br>A) Enable container-level TTL with DefaultTimeToLive and override per-document with ttl property<br>B) Use Azure Function timer trigger to delete expired documents<br>C) Implement application logic to delete old documents","A) Enable container-level TTL with DefaultTimeToLive and override per-document with ttl property","Cosmos DB TTL automatically expires documents without RU cost. Set DefaultTimeToLive at container level, override with per-document ttl property (set to -1 for no expiration). Timer-based deletion consumes RUs and adds complexity. TTL is declarative, automatic, and RU-free for document lifecycle management.","AZ-204 Storage CosmosDB"
"An application requires consistent read-your-writes guarantee within user sessions but can tolerate eventual consistency for reads from other users.<br><br>A) Session consistency level<br>B) Strong consistency level<br>C) Eventual consistency with custom logic","A) Session consistency level","Session consistency provides read-your-writes guarantee within session (user sees their updates immediately) with lower latency than strong consistency. Strong adds unnecessary latency for cross-user reads. Eventual lacks within-session guarantees. Session consistency balances user experience (consistency within session) and performance.","AZ-204 Storage CosmosDB"
"Your Cosmos DB solution must distribute write traffic across multiple partition keys to avoid hot partitions. Documents are orders with incrementing order IDs.<br><br>A) Use composite partition key or hash of order ID to distribute load<br>B) Use order ID directly as partition key<br>C) Use customer ID as partition key","A) Use composite partition key or hash of order ID to distribute load","Sequential order IDs create hot partition (all writes to single partition). Hashing distributes writes across partitions. Customer ID may also create hot partitions (high-value customers). Composite keys or hash-based partition keys distribute writes uniformly, preventing throughput bottlenecks from hot partitions.","AZ-204 Storage CosmosDB"
"An application uploads user profile images (200KB each) with metadata. Images must be accessible via HTTPS URLs and metadata queryable separately.<br><br>A) Store images in Blob Storage with metadata, reference blob URL in database<br>B) Store images as base64 in SQL Database with metadata<br>C) Store images and metadata in Cosmos DB documents","A) Store images in Blob Storage with metadata, reference blob URL in database","Blob Storage is optimized for binary files with HTTP access and custom metadata support. Storing binary data in databases increases costs and reduces query performance. Store blobs in Blob Storage, metadata in database with URL reference. This pattern separates file storage from metadata for optimal performance and cost.","AZ-204 Storage BlobStorage"
"Your application must upload 2GB video files to Blob Storage with resumable uploads to handle network interruptions without restarting.<br><br>A) Use BlockBlob with staged blocks and commit block list<br>B) Use PutBlob operation for entire file<br>C) Use PageBlob with page updates","A) Use BlockBlob with staged blocks and commit block list","Block blobs support uploading files in blocks (up to 50,000 blocks of 4000 MiB each), enabling parallel and resumable uploads. PutBlob has size limits and no resume capability. Page blobs are for random read/write (VHDs). Block blob staging provides resilient upload for large files with network reliability.","AZ-204 Storage BlobStorage"
"A web application serves images stored in Blob Storage. Users report slow load times from distant geographic regions.<br><br>A) Enable Azure CDN with blob storage endpoint as origin<br>B) Replicate blobs to multiple storage accounts manually<br>C) Use read-access geo-redundant storage (RA-GRS)","A) Enable Azure CDN with blob storage endpoint as origin","Azure CDN caches blob content at edge locations globally, reducing latency for distant users. Manual replication adds management overhead. RA-GRS provides disaster recovery not performance. CDN delivers low-latency content distribution via edge caching for globally distributed users.","AZ-204 Storage BlobStorage"
"Your application must automatically delete blob versions older than 90 days and move current blobs to Cool tier after 30 days of no access to reduce costs.<br><br>A) Configure lifecycle management policy with version delete and tier transition rules<br>B) Use Azure Function with timer trigger to manage blobs<br>C) Manually archive blobs periodically","A) Configure lifecycle management policy with version delete and tier transition rules","Lifecycle management policies automate blob tiering and deletion based on age or access patterns without code. Function-based management consumes compute and requires maintenance. Manual processes are error-prone. Lifecycle policies provide declarative, cost-effective blob lifecycle automation.","AZ-204 Storage BlobStorage"
"An application must ensure blob uploads succeed only if the blob has not been modified by another client since last read (optimistic concurrency).<br><br>A) Use ETag with If-Match header in upload request<br>B) Use blob leases for exclusive access<br>C) Implement custom locking in database","A) Use ETag with If-Match header in upload request","ETags provide version tokens; If-Match header ensures operations succeed only if ETag matches (no concurrent modification). Leases provide pessimistic locking (not optimistic). Database locking adds external dependency. ETag-based conditional requests implement optimistic concurrency natively in Blob Storage.","AZ-204 Storage BlobStorage"
"Your application must generate time-limited URLs allowing temporary read access to private blobs without exposing storage account keys.<br><br>A) Generate Shared Access Signature (SAS) token with read permission and expiration<br>B) Change blob access level to public temporarily<br>C) Provide storage account key to clients","A) Generate Shared Access Signature (SAS) token with read permission and expiration","SAS tokens grant granular, time-limited access to specific blobs without exposing account keys. Public access removes security. Sharing account keys is dangerous. SAS provides fine-grained, time-bound delegated access with revocability via stored access policies.","AZ-204 Storage BlobStorage"
"An application must read blobs even during primary region outage. Data can be eventually consistent across regions.<br><br>A) Use RA-GRS (read-access geo-redundant storage) with secondary endpoint<br>B) Use LRS (locally redundant storage) with application-level replication<br>C) Use ZRS (zone-redundant storage)","A) Use RA-GRS (read-access geo-redundant storage) with secondary endpoint","RA-GRS replicates data to paired region with read access to secondary endpoint during primary outage. LRS is single-region only. ZRS is within single region. RA-GRS provides geo-redundancy with read access to secondary replica for disaster recovery scenarios.","AZ-204 Storage BlobStorage"
"Your application processes blob uploads with metadata tags for classification. Queries must efficiently retrieve blobs by tag values without listing all blobs.<br><br>A) Use blob index tags with FindBlobsByTags query<br>B) Store metadata in blob properties and enumerate blobs<br>C) Maintain separate database index of blobs","A) Use blob index tags with FindBlobsByTags query","Blob index tags enable efficient tag-based queries across storage account without enumeration. Blob metadata requires listing all blobs. External database adds consistency overhead. Blob index tags provide queryable metadata directly in Blob Storage for efficient filtering and searching.","AZ-204 Storage BlobStorage"
"An application uploads critical financial documents to blob storage. Modifications and deletions must be prevented for 7 years for regulatory compliance.<br><br>A) Configure time-based retention policy with legal hold on container<br>B) Use blob soft delete with 7-year retention<br>C) Remove write permissions in IAM roles","A) Configure time-based retention policy with legal hold on container","Time-based retention policies enforce WORM (write once, read many) semantics, preventing modification/deletion for specified period. Soft delete allows eventual deletion. IAM doesn't enforce immutability. Immutable storage with retention policies provides regulatory-compliant data protection against all modification including administrator actions.","AZ-204 Storage BlobStorage"
"Your web application must enable users to authenticate using their existing Google and Facebook accounts without managing credentials.<br><br>A) Configure Azure AD B2C with social identity provider federation<br>B) Implement OAuth flow manually in application code<br>C) Use Azure AD with guest accounts","A) Configure Azure AD B2C with social identity provider federation","Azure AD B2C provides built-in social identity provider integration (Google, Facebook, etc.) with user management and flows. Manual OAuth adds complexity and security risks. Azure AD guest accounts are for B2B scenarios not consumer social login. B2C is purpose-built for consumer identity with social federation.","AZ-204 Security Authentication"
"An Azure Function must authenticate to an Azure Storage account without credentials in code. The solution must support automatic key rotation.<br><br>A) Configure managed identity for Function App and grant RBAC role on storage account<br>B) Store connection string in Key Vault and retrieve at runtime<br>C) Use storage account key in application settings","A) Configure managed identity for Function App and grant RBAC role on storage account","Managed identity eliminates credentials entirely; Azure AD provides tokens automatically. Key Vault still involves secrets. Account keys require manual rotation. Managed identity + RBAC delivers credential-free authentication with automatic token rotation and lifecycle management.","AZ-204 Security ManagedIdentity"
"Your API must validate JWT tokens from Azure AD, require 'api://myapi/read' scope claim, and reject expired or tampered tokens.<br><br>A) Use JWT Bearer authentication middleware validating issuer, audience, and claims<br>B) Manually parse JWT and verify signature<br>C) Accept tokens without validation","A) Use JWT Bearer authentication middleware validating issuer, audience, and claims","JWT Bearer middleware validates signature, expiration, issuer, audience, and claims declaratively. Manual validation is error-prone (crypto complexity). No validation is insecure. Middleware-based JWT validation provides robust, standardized token verification with claims-based authorization.","AZ-204 Security Authentication"
"An application requires access to Azure Key Vault secrets. Authentication must work seamlessly in Azure environments and local development without code changes.<br><br>A) Use DefaultAzureCredential which chains managed identity, Azure CLI, and Visual Studio credentials<br>B) Use separate credential types with environment-specific code<br>C) Store credentials in environment variables","A) Use DefaultAzureCredential which chains managed identity, Azure CLI, and Visual Studio credentials","DefaultAzureCredential tries multiple credential sources in order (managed identity in Azure, developer credentials locally) without code changes. Environment-specific code increases complexity. Environment variables expose credentials. DefaultAzureCredential provides environment-adaptive authentication with unified API.","AZ-204 Security ManagedIdentity"
"Your multi-tenant SaaS application must isolate customer data in separate databases. Authentication should use customer-specific Azure AD tenants.<br><br>A) Implement Azure AD multi-tenant application registration with tenant ID claim routing<br>B) Use single-tenant Azure AD with guest users<br>C) Implement custom authentication per customer","A) Implement Azure AD multi-tenant application registration with tenant ID claim routing","Multi-tenant Azure AD app registration allows users from any Azure AD tenant to sign in; use tenant ID claim to route to customer-specific resources. Guest users don't scale for SaaS. Custom auth lacks Azure AD integration benefits. Multi-tenant app registration enables SaaS authentication with tenant isolation.","AZ-204 Security Authentication"
"An application must retrieve database password from Key Vault, caching it for 1 hour to reduce Key Vault calls and costs.<br><br>A) Use Key Vault SDK with in-memory cache and 1-hour TTL<br>B) Store secret in variable on first retrieval without expiration<br>C) Query Key Vault on every database connection","A) Use Key Vault SDK with in-memory cache and 1-hour TTL","Caching secrets balances security and performance; TTL ensures eventual password rotation. Permanent caching ignores rotation. Per-connection queries increase costs and latency. Time-limited caching optimizes Key Vault costs while supporting secret rotation operations.","AZ-204 Security KeyVault"
"Your application uses certificates for mutual TLS authentication. Certificates must be stored securely and rotated automatically every 90 days.<br><br>A) Store certificates in Key Vault with auto-rotation policy configured with certificate issuer<br>B) Store certificate files in Blob Storage with manual rotation<br>C) Embed certificates in application code","A) Store certificates in Key Vault with auto-rotation policy configured with certificate issuer","Key Vault stores certificates as managed secrets with auto-renewal via integrated issuers (e.g., DigiCert, Let's Encrypt). Blob Storage lacks rotation features. Embedded certificates require redeployment. Key Vault provides centralized certificate lifecycle management with automatic renewal.","AZ-204 Security KeyVault"
"An Azure service principal must access Key Vault secrets. Access must follow principle of least privilege with auditing.<br><br>A) Grant Key Vault Secret User RBAC role and enable diagnostic logs to Log Analytics<br>B) Use access policies with Get/List permissions<br>C) Share Key Vault contributor role","A) Grant Key Vault Secret User RBAC role and enable diagnostic logs to Log Analytics","RBAC provides granular permissions (Secret User grants read-only secret access). Diagnostic logs audit all operations. Access policies are legacy (RBAC is recommended). Contributor grants excessive permissions. RBAC + audit logging implements least privilege with security monitoring.","AZ-204 Security KeyVault"
